,Product_Name,Alcohol_Percent,Alcohol_Amount,Alcohol_Price
3452,Glendronach 12 Year Old Original Miniature,43,5,5.45
3453,Bunnahabhain 12 Year Old Miniature,46.3,5,4.75
3454,Ledaig 10 Year Old Miniature,46.3,5,3.95
3455,Tobermory 12 Year Old,46.3,5,4.75
3456,Ardmore Traditional Cask,46,5,4.95
3457,Deanston 12 Year Old Miniature,46.3,5,4.45
3458,Laphroaig 10 Year Old Miniature,40,5,5.75
3459,Edradour 10 Year Old Miniature,40,5,6.75
3460,Glenallachie 15 Year Old,46,5,8.45
3461,Tomintoul 16 Year Old Miniature,40,5,7.45
3462,Glenfiddich 12 Year Old Miniature,40,5,3.95
3463,Arran 10 Year Old Malt Miniature,46,5,5.25
3464,Glenmorangie Original 10 Year Old Miniature,40,5,4.75
3465,Glen Scotia Double Cask Miniature,46,5,4.95
3466,Tomintoul Peaty Tang Miniature,40,5,4.95
3467,Ardbeg 10 Year Old Miniature,46,5,6.45
3468,Bowmore 18 Year Old Miniature,43,5,8.95
3469,Old Ballantruan Peated Malt Miniature,50,5,6.25
3470,Chivas Blend at Home Kit,40,30,29.95
3471,Tomatin Legacy Miniature,43,5,4.75
3472,Glen Garioch 12 Year Old Miniature,48,5,7.45
3473,Bowmore 12 Year Old Miniature,40,5,6.45
3474,Talisker Miniature Gift Pack,45.8,15,16.75
3475,Single Malts of Scotland Whisky Advent Calendar,55.7,75,250
3476,Glendronach 12 Year Old Original Miniature,43,5,5.45
3477,Bunnahabhain 12 Year Old Miniature,46.3,5,4.75
3478,Ledaig 10 Year Old Miniature,46.3,5,3.95
3479,Tobermory 12 Year Old,46.3,5,4.75
3480,Ardmore Traditional Cask,46,5,4.95
3481,Deanston 12 Year Old Miniature,46.3,5,4.45
3482,Laphroaig 10 Year Old Miniature,40,5,5.75
3483,Edradour 10 Year Old Miniature,40,5,6.75
3484,Glenallachie 15 Year Old,46,5,8.45
3485,Tomintoul 16 Year Old Miniature,40,5,7.45
3486,Glenfiddich 12 Year Old Miniature,40,5,3.95
3487,Arran 10 Year Old Malt Miniature,46,5,5.25
3488,Glenmorangie Original 10 Year Old Miniature,40,5,4.75
3489,Glen Scotia Double Cask Miniature,46,5,4.95
3490,Tomintoul Peaty Tang Miniature,40,5,4.95
3491,Ardbeg 10 Year Old Miniature,46,5,6.45
3492,Bowmore 18 Year Old Miniature,43,5,8.95
3493,Old Ballantruan Peated Malt Miniature,50,5,6.25
3494,Chivas Blend at Home Kit,40,30,29.95
3495,Tomatin Legacy Miniature,43,5,4.75
3496,Glen Garioch 12 Year Old Miniature,48,5,7.45
3497,Bowmore 12 Year Old Miniature,40,5,6.45
3498,Talisker Miniature Gift Pack,45.8,15,16.75
3499,Chivas Blend at Home Kit,40,30,29.95
3500,Pig's Nose Miniature,40,5,4.25
3501,Black Bottle,40,5,2.95
3502,Famous Grouse,40,5,2.10
3503,Johnnie Walker Taster Pack (Red,40,15,12.45
3504,Johnnie Walker 12 Days of Discovery Advent Calendar,40,60,46.95
3505,Nomad Outland Whisky Miniature,41.3,5,4.95
3506,Black & White Blended Whisky,40,5,2.95
3507,Robert Burns (Arran),40,5,3.95
3508,Teacher's Highland Cream Miniature,40,5,2.25
3509,Bell's Original,40,5,2.45
3510,Chivas Regal 12 Year Old,40,5,4.75
3511,Chivas Regal Extra Miniature,40,5,4.45
3512,Nevis Dew 12 Year Old,40,5,4.75
3513,Johnnie Walker Red Label Miniature,40,5,2.75
3514,Chivas Blend at Home Kit,40,30,29.95
3515,Pig's Nose Miniature,40,5,4.25
3516,Black Bottle,40,5,2.95
3517,Famous Grouse,40,5,2.10
3518,Johnnie Walker Taster Pack (Red,40,15,12.45
3519,Johnnie Walker 12 Days of Discovery Advent Calendar,40,60,46.95
3520,Nomad Outland Whisky Miniature,41.3,5,4.95
3521,Black & White Blended Whisky,40,5,2.95
3522,Robert Burns (Arran),40,5,3.95
3523,Teacher's Highland Cream Miniature,40,5,2.25
3524,Bell's Original,40,5,2.45
3525,Chivas Regal 12 Year Old,40,5,4.75
3526,Chivas Regal Extra Miniature,40,5,4.45
3527,Nevis Dew 12 Year Old,40,5,4.75
3528,Johnnie Walker Red Label Miniature,40,5,2.75
3529,Chivas Blend at Home Kit,40,30,29.95
3530,Pig's Nose Miniature,40,5,4.25
3531,Black Bottle,40,5,2.95
3532,Famous Grouse,40,5,2.10
3533,Johnnie Walker Taster Pack (Red,40,15,12.45
3534,Johnnie Walker 12 Days of Discovery Advent Calendar,40,60,46.95
3535,Nomad Outland Whisky Miniature,41.3,5,4.95
3536,Black & White Blended Whisky,40,5,2.95
3537,Robert Burns (Arran),40,5,3.95
3538,Teacher's Highland Cream Miniature,40,5,2.25
3539,Bell's Original,40,5,2.45
3540,Chivas Regal 12 Year Old,40,5,4.75
3541,Chivas Regal Extra Miniature,40,5,4.45
3542,Nevis Dew 12 Year Old,40,5,4.75
3543,Johnnie Walker Red Label Miniature,40,5,2.75
3544,Chivas Blend at Home Kit,40,30,29.95
3545,Pig's Nose Miniature,40,5,4.25
3546,Black Bottle,40,5,2.95
3547,Famous Grouse,40,5,2.10
3548,Johnnie Walker Taster Pack (Red,40,15,12.45
3549,Johnnie Walker 12 Days of Discovery Advent Calendar,40,60,46.95
3550,Nomad Outland Whisky Miniature,41.3,5,4.95
3551,Black & White Blended Whisky,40,5,2.95
3552,Robert Burns (Arran),40,5,3.95
3553,Teacher's Highland Cream Miniature,40,5,2.25
3554,Bell's Original,40,5,2.45
3555,Chivas Regal 12 Year Old,40,5,4.75
3556,Chivas Regal Extra Miniature,40,5,4.45
3557,Nevis Dew 12 Year Old,40,5,4.75
3558,Johnnie Walker Red Label Miniature,40,5,2.75
3559,Chivas Blend at Home Kit,40,30,29.95
3560,Pig's Nose Miniature,40,5,4.25
3561,Black Bottle,40,5,2.95
3562,Famous Grouse,40,5,2.10
3563,Johnnie Walker Taster Pack (Red,40,15,12.45
3564,Johnnie Walker 12 Days of Discovery Advent Calendar,40,60,46.95
3565,Nomad Outland Whisky Miniature,41.3,5,4.95
3566,Black & White Blended Whisky,40,5,2.95
3567,Robert Burns (Arran),40,5,3.95
3568,Teacher's Highland Cream Miniature,40,5,2.25
3569,Bell's Original,40,5,2.45
3570,Chivas Regal 12 Year Old,40,5,4.75
3571,Chivas Regal Extra Miniature,40,5,4.45
3572,Nevis Dew 12 Year Old,40,5,4.75
3573,Johnnie Walker Red Label Miniature,40,5,2.75
3574,Chivas Blend at Home Kit,40,30,29.95
3575,Pig's Nose Miniature,40,5,4.25
3576,Black Bottle,40,5,2.95
3577,Famous Grouse,40,5,2.10
3578,Johnnie Walker Taster Pack (Red,40,15,12.45
3579,Johnnie Walker 12 Days of Discovery Advent Calendar,40,60,46.95
3580,Nomad Outland Whisky Miniature,41.3,5,4.95
3581,Black & White Blended Whisky,40,5,2.95
3582,Robert Burns (Arran),40,5,3.95
3583,Teacher's Highland Cream Miniature,40,5,2.25
3584,Bell's Original,40,5,2.45
3585,Chivas Regal 12 Year Old,40,5,4.75
3586,Chivas Regal Extra Miniature,40,5,4.45
3587,Nevis Dew 12 Year Old,40,5,4.75
3588,Johnnie Walker Red Label Miniature,40,5,2.75
3589,Monkey Shoulder Miniature,40,5,4.95
3590,Sheep Dip Blended Malt Miniature,40,5,4.45
3591,Scallywag Speyside Blended Malt Miniature,46,5,6.25
3592,Poit Dhubh 21 Year Old Miniature,43,5,8.25
3593,Douglas Laing Timorous Beastie Miniature,46.8,5,6.25
3594,MacNair's 12 Year Old,46,5,6.45
3595,The Epicurean Miniature,46.2,5,5.75
3596,Glenallachie Miniature Gift Set,49,15,29.95
3597,Poit Dhubh 12 Year Old Miniature,43,5,6.25
3598,Compass Box Malt Whisky Collection,45,15,23.95
3599,Monkey Shoulder Miniature,40,5,4.95
3600,Sheep Dip Blended Malt Miniature,40,5,4.45
3601,Scallywag Speyside Blended Malt Miniature,46,5,6.25
3602,Poit Dhubh 21 Year Old Miniature,43,5,8.25
3603,Douglas Laing Timorous Beastie Miniature,46.8,5,6.25
3604,MacNair's 12 Year Old,46,5,6.45
3605,The Epicurean Miniature,46.2,5,5.75
3606,Glenallachie Miniature Gift Set,49,15,29.95
3607,Poit Dhubh 12 Year Old Miniature,43,5,6.25
3608,Compass Box Malt Whisky Collection,45,15,23.95
3609,Monkey Shoulder Miniature,40,5,4.95
3610,Sheep Dip Blended Malt Miniature,40,5,4.45
3611,Scallywag Speyside Blended Malt Miniature,46,5,6.25
3612,Poit Dhubh 21 Year Old Miniature,43,5,8.25
3613,Douglas Laing Timorous Beastie Miniature,46.8,5,6.25
3614,MacNair's 12 Year Old,46,5,6.45
3615,The Epicurean Miniature,46.2,5,5.75
3616,Glenallachie Miniature Gift Set,49,15,29.95
3617,Poit Dhubh 12 Year Old Miniature,43,5,6.25
3618,Compass Box Malt Whisky Collection,45,15,23.95
3619,Monkey Shoulder Miniature,40,5,4.95
3620,Sheep Dip Blended Malt Miniature,40,5,4.45
3621,Scallywag Speyside Blended Malt Miniature,46,5,6.25
3622,Poit Dhubh 21 Year Old Miniature,43,5,8.25
3623,Douglas Laing Timorous Beastie Miniature,46.8,5,6.25
3624,MacNair's 12 Year Old,46,5,6.45
3625,The Epicurean Miniature,46.2,5,5.75
3626,Glenallachie Miniature Gift Set,49,15,29.95
3627,Poit Dhubh 12 Year Old Miniature,43,5,6.25
3628,Compass Box Malt Whisky Collection,45,15,23.95
3629,Monkey Shoulder Miniature,40,5,4.95
3630,Sheep Dip Blended Malt Miniature,40,5,4.45
3631,Scallywag Speyside Blended Malt Miniature,46,5,6.25
3632,Poit Dhubh 21 Year Old Miniature,43,5,8.25
3633,Douglas Laing Timorous Beastie Miniature,46.8,5,6.25
3634,MacNair's 12 Year Old,46,5,6.45
3635,The Epicurean Miniature,46.2,5,5.75
3636,Glenallachie Miniature Gift Set,49,15,29.95
3637,Poit Dhubh 12 Year Old Miniature,43,5,6.25
3638,Compass Box Malt Whisky Collection,45,15,23.95
3639,Monkey Shoulder Miniature,40,5,4.95
3640,Sheep Dip Blended Malt Miniature,40,5,4.45
3641,Scallywag Speyside Blended Malt Miniature,46,5,6.25
3642,Poit Dhubh 21 Year Old Miniature,43,5,8.25
3643,Douglas Laing Timorous Beastie Miniature,46.8,5,6.25
3644,MacNair's 12 Year Old,46,5,6.45
3645,The Epicurean Miniature,46.2,5,5.75
3646,Glenallachie Miniature Gift Set,49,15,29.95
3647,Poit Dhubh 12 Year Old Miniature,43,5,6.25
3648,Compass Box Malt Whisky Collection,45,15,23.95
3649,Chivas Blend at Home Kit,40,30,29.95
3650,Chivas Blend at Home Kit,40,30,29.95
3651,Chivas Blend at Home Kit,40,30,29.95
3652,Chivas Blend at Home Kit,40,30,29.95
3653,Chivas Blend at Home Kit,40,30,29.95
3654,Chivas Blend at Home Kit,40,30,29.95
3655,Penderyn Miniature,46,5,4.95
3656,Paul John Nirvana Miniature,40,5,3.45
3657,Mackmyra Brukswhisky Miniature,41.4,5,7.95
3658,Paul John Brilliance Miniature,46,5,4.75
3659,Paul John Pedro Ximenez Cask Select Miniature,48,5,6.45
3660,Paul John Oloroso Cask Select Miniature,48,5,6.75
3661,Paul John Peated Select Cask,55.5,5,5.95
3662,Paul John Bold,46,5,4.75
3663,Paul John Classic Select Cask,55.2,5,5.95
3664,Penderyn Madeira Gift Pack,46,10,16.95
3665,"Milk & Honey Mini Set (Classic, Elements Peated, Sherry, Red Wine)",46,20,26.75
3666,Paul John Edited,46,5,4.75
3667,"The English Original, Smokey,Sherry Cask Miniature Gift Pack",47.5,15,23.95
3668,Dartmoor Whisky Discovery Set,46,15,36.95
3669,Penderyn Miniature,46,5,4.95
3670,Paul John Nirvana Miniature,40,5,3.45
3671,Mackmyra Brukswhisky Miniature,41.4,5,7.95
3672,Paul John Brilliance Miniature,46,5,4.75
3673,Paul John Pedro Ximenez Cask Select Miniature,48,5,6.45
3674,Paul John Oloroso Cask Select Miniature,48,5,6.75
3675,Paul John Peated Select Cask,55.5,5,5.95
3676,Paul John Bold,46,5,4.75
3677,Paul John Classic Select Cask,55.2,5,5.95
3678,Penderyn Madeira Gift Pack,46,10,16.95
3679,"Milk & Honey Mini Set (Classic, Elements Peated, Sherry, Red Wine)",46,20,26.75
3680,Paul John Edited,46,5,4.75
3681,"The English Original, Smokey,Sherry Cask Miniature Gift Pack",47.5,15,23.95
3682,Dartmoor Whisky Discovery Set,46,15,36.95
3683,Penderyn Miniature,46,5,4.95
3684,Paul John Nirvana Miniature,40,5,3.45
3685,Mackmyra Brukswhisky Miniature,41.4,5,7.95
3686,Paul John Brilliance Miniature,46,5,4.75
3687,Paul John Pedro Ximenez Cask Select Miniature,48,5,6.45
3688,Paul John Oloroso Cask Select Miniature,48,5,6.75
3689,Paul John Peated Select Cask,55.5,5,5.95
3690,Paul John Bold,46,5,4.75
3691,Paul John Classic Select Cask,55.2,5,5.95
3692,Penderyn Madeira Gift Pack,46,10,16.95
3693,"Milk & Honey Mini Set (Classic, Elements Peated, Sherry, Red Wine)",46,20,26.75
3694,Paul John Edited,46,5,4.75
3695,"The English Original, Smokey,Sherry Cask Miniature Gift Pack",47.5,15,23.95
3696,Dartmoor Whisky Discovery Set,46,15,36.95
3697,Penderyn Miniature,46,5,4.95
3698,Paul John Nirvana Miniature,40,5,3.45
3699,Mackmyra Brukswhisky Miniature,41.4,5,7.95
3700,Paul John Brilliance Miniature,46,5,4.75
3701,Paul John Pedro Ximenez Cask Select Miniature,48,5,6.45
3702,Paul John Oloroso Cask Select Miniature,48,5,6.75
3703,Paul John Peated Select Cask,55.5,5,5.95
3704,Paul John Bold,46,5,4.75
3705,Paul John Classic Select Cask,55.2,5,5.95
3706,Penderyn Madeira Gift Pack,46,10,16.95
3707,"Milk & Honey Mini Set (Classic, Elements Peated, Sherry, Red Wine)",46,20,26.75
3708,Paul John Edited,46,5,4.75
3709,"The English Original, Smokey,Sherry Cask Miniature Gift Pack",47.5,15,23.95
3710,Dartmoor Whisky Discovery Set,46,15,36.95
3711,Penderyn Miniature,46,5,4.95
3712,Paul John Nirvana Miniature,40,5,3.45
3713,Mackmyra Brukswhisky Miniature,41.4,5,7.95
3714,Paul John Brilliance Miniature,46,5,4.75
3715,Paul John Pedro Ximenez Cask Select Miniature,48,5,6.45
3716,Paul John Oloroso Cask Select Miniature,48,5,6.75
3717,Paul John Peated Select Cask,55.5,5,5.95
3718,Paul John Bold,46,5,4.75
3719,Paul John Classic Select Cask,55.2,5,5.95
3720,Penderyn Madeira Gift Pack,46,10,16.95
3721,"Milk & Honey Mini Set (Classic, Elements Peated, Sherry, Red Wine)",46,20,26.75
3722,Paul John Edited,46,5,4.75
3723,"The English Original, Smokey,Sherry Cask Miniature Gift Pack",47.5,15,23.95
3724,Dartmoor Whisky Discovery Set,46,15,36.95
3725,Penderyn Miniature,46,5,4.95
3726,Paul John Nirvana Miniature,40,5,3.45
3727,Mackmyra Brukswhisky Miniature,41.4,5,7.95
3728,Paul John Brilliance Miniature,46,5,4.75
3729,Paul John Pedro Ximenez Cask Select Miniature,48,5,6.45
3730,Paul John Oloroso Cask Select Miniature,48,5,6.75
3731,Paul John Peated Select Cask,55.5,5,5.95
3732,Paul John Bold,46,5,4.75
3733,Paul John Classic Select Cask,55.2,5,5.95
3734,Penderyn Madeira Gift Pack,46,10,16.95
3735,"Milk & Honey Mini Set (Classic, Elements Peated, Sherry, Red Wine)",46,20,26.75
3736,Paul John Edited,46,5,4.75
3737,"The English Original, Smokey,Sherry Cask Miniature Gift Pack",47.5,15,23.95
3738,Dartmoor Whisky Discovery Set,46,15,36.95
3739,Drambuie Whisky Liqueur Miniature,40,5,1.95
3740,Bruadar Liqueur Miniature,22,5,3.25
3741,Merlyn Liqueur Miniature,17,5,3.75
3742,Jack Daniel's Tennessee Honey Liqueur Miniature,35,5,3.45
3743,Jack Daniel's Tennessee Fire,35,5,2.95
3744,Southern Comfort Liqueur Miniature,35,5,2.45
3745,Drambuie Whisky Liqueur Miniature,40,5,1.95
3746,Bruadar Liqueur Miniature,22,5,3.25
3747,Merlyn Liqueur Miniature,17,5,3.75
3748,Jack Daniel's Tennessee Honey Liqueur Miniature,35,5,3.45
3749,Jack Daniel's Tennessee Fire,35,5,2.95
3750,Southern Comfort Liqueur Miniature,35,5,2.45
3751,Drambuie Whisky Liqueur Miniature,40,5,1.95
3752,Bruadar Liqueur Miniature,22,5,3.25
3753,Merlyn Liqueur Miniature,17,5,3.75
3754,Jack Daniel's Tennessee Honey Liqueur Miniature,35,5,3.45
3755,Jack Daniel's Tennessee Fire,35,5,2.95
3756,Southern Comfort Liqueur Miniature,35,5,2.45
3757,Drambuie Whisky Liqueur Miniature,40,5,1.95
3758,Bruadar Liqueur Miniature,22,5,3.25
3759,Merlyn Liqueur Miniature,17,5,3.75
3760,Jack Daniel's Tennessee Honey Liqueur Miniature,35,5,3.45
3761,Jack Daniel's Tennessee Fire,35,5,2.95
3762,Southern Comfort Liqueur Miniature,35,5,2.45
3763,Drambuie Whisky Liqueur Miniature,40,5,1.95
3764,Bruadar Liqueur Miniature,22,5,3.25
3765,Merlyn Liqueur Miniature,17,5,3.75
3766,Jack Daniel's Tennessee Honey Liqueur Miniature,35,5,3.45
3767,Jack Daniel's Tennessee Fire,35,5,2.95
3768,Southern Comfort Liqueur Miniature,35,5,2.45
3769,Drambuie Whisky Liqueur Miniature,40,5,1.95
3770,Bruadar Liqueur Miniature,22,5,3.25
3771,Merlyn Liqueur Miniature,17,5,3.75
3772,Jack Daniel's Tennessee Honey Liqueur Miniature,35,5,3.45
3773,Jack Daniel's Tennessee Fire,35,5,2.95
3774,Southern Comfort Liqueur Miniature,35,5,2.45
3775,20 Whiskies That Changed The World Tasting Set,45.4,60,185
3776,Whisky of the Year 2022 Tasting Set,45.6,18,39.95
3777,Deanston 18 Year Old Sample,46.3,3,7.25
3778,Laphroaig 10 Year Old Cask Strength Sample,58.6,3,6.95
3779,Bunnahabhain 12 Year Old Cask Strength,55.1,3,7.25
3780,Glenfarclas 105 Sample,60,3,5.95
3781,Blair Athol 12 Year Old Sample,43,3,5.45
3782,Oban 2008 Sample,56.2,3,9.25
3783,Ledaig 18 Year Old,46.3,3,7.95
3784,Dailuaine 16 Year Old Sample,43,3,6.25
3785,Bunnahabhain 18 Year Old Sample,46.3,3,10.75
3786,Bowmore 18 Year Old Sample,43,3,8.45
3787,Ledaig Rioja Cask Sample,46.3,3,4.75
3788,Edradour 2009 Sample,57.4,3,9.25
3789,Glenfarclas Whisky Tasting Set,49,18,54.95
3790,Tomatin 21 Year Old Sample,46,3,10.75
3791,Highland Park 15 Year Old Sample,44,3,7.45
3792,Lagavulin 2008 Sample,56.5,3,11.95
3793,Isle of Raasay R-02 Single Malt Sample,46.4,3,6.95
3794,Whisky Trail by Elixir Distillers Tasting Set,52.8,18,44.95
3795,Balblair 15 Year Old Sample,46,3,7.25
3796,Talisker Port Ruighe Sample,45.8,3,5.75
3797,Glenfarclas 15 Year Old 103 Proof Sample,58.6,3,8.25
3798,Clynelish 14 Year Old Sample,46,3,5.75
3799,20 Whiskies That Changed The World Tasting Set,45.4,60,185
3800,Whisky of the Year 2022 Tasting Set,45.6,18,39.95
3801,Deanston 18 Year Old Sample,46.3,3,7.25
3802,Laphroaig 10 Year Old Cask Strength Sample,58.6,3,6.95
3803,Bunnahabhain 12 Year Old Cask Strength,55.1,3,7.25
3804,Glenfarclas 105 Sample,60,3,5.95
3805,Blair Athol 12 Year Old Sample,43,3,5.45
3806,Oban 2008 Sample,56.2,3,9.25
3807,Ledaig 18 Year Old,46.3,3,7.95
3808,Dailuaine 16 Year Old Sample,43,3,6.25
3809,Bunnahabhain 18 Year Old Sample,46.3,3,10.75
3810,Bowmore 18 Year Old Sample,43,3,8.45
3811,Ledaig Rioja Cask Sample,46.3,3,4.75
3812,Edradour 2009 Sample,57.4,3,9.25
3813,Glenfarclas Whisky Tasting Set,49,18,54.95
3814,Tomatin 21 Year Old Sample,46,3,10.75
3815,Highland Park 15 Year Old Sample,44,3,7.45
3816,Lagavulin 2008 Sample,56.5,3,11.95
3817,Isle of Raasay R-02 Single Malt Sample,46.4,3,6.95
3818,Whisky Trail by Elixir Distillers Tasting Set,52.8,18,44.95
3819,Balblair 15 Year Old Sample,46,3,7.25
3820,Talisker Port Ruighe Sample,45.8,3,5.75
3821,Glenfarclas 15 Year Old 103 Proof Sample,58.6,3,8.25
3822,Clynelish 14 Year Old Sample,46,3,5.75
3823,Lochlea Single Malt First Release Sample,46,3,7.25
3824,Jura Rum Cask Sample,40,3,4.95
3825,Torabhaig Legacy Series Allt Glean Sample,46,3,5.75
3826,Port Charlotte PAC:01 2011 Heavily Peated Sample,56.1,3,8.25
3827,Tobermory 12 Year Old Sample,46.3,3,5.25
3828,Bowmore Atlantic Sea Salt Sample,51.5,3,7.95
3829,Caol Ila 2007 Sample,55.6,3,7.95
3830,Ballechin 2003 Sample,51.3,3,13.75
3831,Glenlivet Old & Rare Whisky Tasting Set,45.3,6,175
3832,Glenfiddich 15 Year Old Solera Sample,40,3,5.75
3833,Port Askaig 12 Year Old Sample,45.8,3,6.95
3834,Glenfiddich IPA Cask Sample,43,3,5.45
3835,Port Askaig 100° Proof Sample,57.1,3,5.95
3836,Glenfarclas 25 Year Old Sample,43,3,15.95
3837,Worldwide Whisky Tasting Sets Collection,49.9,54,150
3838,Tobermory 2004 Oloroso Cask Sample,55.9,3,9.95
3839,Deanston 2002 Pinot Noir Sample,50,3,9.25
3840,Deanston 2013 Sample,54.8,3,5.95
3841,Linkwood 1997 Sample,56.6,3,14.95
3842,Caol Ila 24 Year Old Sample,52.1,3,31.45
3843,Cardhu 2008 Sample,56,3,7.95
3844,Old Pulteney 16 Year Old Sample,46,3,6.95
3845,Linkwood 10 Year Old Sample,48,3,5.95
3846,Naked Distillate Old & Rare Whisky Tasting Set,54.1,6,180
3847,Talisker 2011 Sample,57.9,3,8.45
3848,Royal Brackla 12 Year Old Sample,46,3,6.25
3849,Isle of Raasay Single Malt R-01 Sample,46.4,3,9.95
3850,Ledaig 10 Year Old Sample,46.3,3,4.95
3851,Bw8 Sample,51.2,3,15.45
3852,Glen Grant 10 Year Old Sample,40,3,4.45
3853,Deanston Virgin Oak Sample,46.3,3,4.75
3854,Singleton of Glendullan 12 Year Old Sample,40,3,4.75
3855,Singleton of Glen Ord 2000 Sample,55,3,14.95
3856,Lagavulin 1994 Sample,44.2,3,115
3857,Imperial 1995 Sample,50.1,3,24.95
3858,Glenallachie 2006 Sample,60.7,3,9.75
3859,Singleton of Glendullan 2001 Sample,54.6,3,10.95
3860,Cardhu 2006 Sample,55.5,3,9.75
3861,Glenkinchie 2007 Distillers Edition Sample,43,3,6.95
3862,Spey Fumare Cask Strength Batch 3 Sample,57.5,3,6.45
3863,Ardmore 2011 Sample,57.6,3,6.95
3864,Glengoyne Pedro Ximenez Finish Sample,46,3,8.75
3865,Lochindaal 2007 Sample,57.1,3,10.75
3866,Jura Red Wine Cask Edition Sample,40,3,4.95
3867,Talisker 2012 Sample,59.7,3,8.25
3868,Ben Nevis Coire Leis Sample,46,3,5.25
3869,Ardnamurchan Single Malt AD10.21:06 Sample,46.8,3,5.25
3870,AnCnoc 2009 Sample,46,3,5.45
3871,Spey Tenne Sample,46,3,5.25
3872,Glen Moray 2008,52.9,3,7.25
3873,Glen Moray 21 Year Old Sample,46.3,3,11.75
3874,Bruichladdich Bere Barley 2011 Sample,50,3,6.95
3875,Mannochmore 2009 Sample,48,3,5.95
3876,Inchmurrin 12 Year Old Sample,46,3,4.95
3877,Laphroaig 33 Year Old (1987) Sample,49.9,3,120
3878,Glengoyne Cuartillo Sample,40,3,4.75
3879,Teaninich 2013 Red Wine Cask Sample,47.5,3,5.75
3880,Balblair 2005 Sample,48.5,3,11.75
3881,Rosebank 21 Year Old Sample,52.7,3,89.95
3882,Mortlach 15 Year Old Sample,46,3,9.95
3883,Deanston 12 Year Old Sample,46.3,3,4.95
3884,Balblair 25 Year Old Sample,46,3,36.95
3885,Mortlach 20 Year Old Sample,43.4,3,18.75
3886,Port Askaig Premium Whisky Tasting Set,47.1,18,99.95
3887,Balblair 18 Year Old Sample,46,3,10.75
3888,Old Pulteney Huddart Sample,46,3,5.25
3889,Glen Grant 18 Year Old Sample,43,3,9.75
3890,Old Pulteney 12 Year Old Sample,40,3,4.25
3891,New Scottish Distilleries Whisky Tasting Set,47.6,15,39.95
3892,Speyside Whisky Tasting Set,44.4,15,44.95
3893,Singleton of Dufftown 25 Year Old Sample,43,3,23.75
3894,Singleton of Dufftown 21 Year Old Sample,43,3,13.95
3895,Glentauchers 1997 Sample,47.3,3,18.75
3896,Spey Trutina Cask Strength Batch 3 Sample,59.1,3,6.25
3897,Bowmore 21 Year Old Sample,48.4,3,18.75
3898,Orkney 2012 Sample,57.1,3,6.25
3899,Nc'nean Quiet Rebels Annabel Sample,48.5,3,6.75
3900,Balvenie 30 Year Old Sample,44.2,3,120
3901,Glen Moray 1998 Sample,52.9,3,11.25
3902,Bruichladdich Islay Barley 2012 Sample,50,3,5.75
3903,SPEY Chairman's Choice Sample,40,3,7.75
3904,SPEY Royal Choice Sample,46,3,14.95
3905,Inchmoan 12 Year Old Sample,46,3,4.95
3906,Caol Ila 15 Year Old Unpeated,59.1,3,8.75
3907,Glengoyne Balbaina Sample,43,3,4.95
3908,Angels’ Nectar 11 Year Old Cairngorms 2nd Edition Sample,46,3,7.25
3909,Speyburn 18 Year Old Sample,46,3,7.45
3910,Glencadam 2008 Sample,62.5,3,8.25
3911,Ardnamurchan Single Malt AD04.21:03 Sample,46.8,3,5.25
3912,Ardnamurchan Single Malt AD01.21:01 Sample,46.8,3,6.25
3913,Loch Lomond 2010 Sample,57.7,3,6.25
3914,Bruichladdich Organic 2010 Sample,50,3,6.95
3915,Glen Moray Rhum Agricole Finish Project Sample,46.3,3,5.75
3916,Highland Park Thorfinn Sample,45.1,3,86.75
3917,Macallan 1979 Sample,40,3,525
3918,Mortlach 1954,43,3,195
3919,Compass Box Orchard House Sample,46,3,4.95
3920,Compass Box The Peat Monster Sample,46,3,5.25
3921,Compass Box The Spice Tree Sample,46,3,5.45
3922,Compass Box Canvas Sample,46,3,8.75
3923,Compass Box The Story of the Spaniard Sample,43,3,5.75
3924,Angels’ Nectar Blended Malt Original Sample,40,3,4.75
3925,Monkey Shoulder Sample,40,3,4.25
3926,Collectivum XXVIII Sample,57.3,3,12.75
3927,Blue Hanger 11th Release Sample,45.8,3,7.75
3928,Cladach Blended Malt Sample,57.1,3,12.75
3929,Peat (Pure Islay) Sample,45,3,4.95
3930,Peat Full Proof Sample,59.3,3,5.95
3931,Compass Box Orchard House Sample,46,3,4.95
3932,Compass Box The Peat Monster Sample,46,3,5.25
3933,Compass Box The Spice Tree Sample,46,3,5.45
3934,Compass Box Canvas Sample,46,3,8.75
3935,Compass Box The Story of the Spaniard Sample,43,3,5.75
3936,Angels’ Nectar Blended Malt Original Sample,40,3,4.75
3937,Monkey Shoulder Sample,40,3,4.25
3938,Collectivum XXVIII Sample,57.3,3,12.75
3939,Blue Hanger 11th Release Sample,45.8,3,7.75
3940,Cladach Blended Malt Sample,57.1,3,12.75
3941,Peat (Pure Islay) Sample,45,3,4.95
3942,Peat Full Proof Sample,59.3,3,5.95
3943,Compass Box Orchard House Sample,46,3,4.95
3944,Compass Box The Peat Monster Sample,46,3,5.25
3945,Compass Box The Spice Tree Sample,46,3,5.45
3946,Compass Box Canvas Sample,46,3,8.75
3947,Compass Box The Story of the Spaniard Sample,43,3,5.75
3948,Angels’ Nectar Blended Malt Original Sample,40,3,4.75
3949,Monkey Shoulder Sample,40,3,4.25
3950,Collectivum XXVIII Sample,57.3,3,12.75
